Name,StudentID,Age,Gender,AttendanceRate,AcademicPerformance,CounselingSessions,BehaviorIncidents,LastHelpDate,HotlineCalls,AI_RecommendedAction
Student_338,338,13,M,76.4,72.4,1,سلوك طبيعي,2024-10-25,0,
Student_339,339,15,M,85.6,84.7,1,سلوك طبيعي,2024-06-17,0,
Student_340,340,12,M,84.0,77.5,1,مشاكل تركيز,2024-04-21,0,
Student_341,341,12,F,92.3,72.8,1,مشاكل تركيز,2024-10-17,0,
Student_342,342,14,F,91.4,55.9,1,سلوك طبيعي,2024-03-24,0,
Student_343,343,16,M,89.6,58.0,0,سلوك طبيعي,2024-01-09,0,
Student_344,344,15,M,100.0,43.9,0,مشاكل تركيز,2024-03-11,0,
Student_345,345,17,M,85.1,68.2,0,سلوك طبيعي,2024-04-29,0,
Student_346,346,17,F,83.9,100.0,0,سلوك طبيعي,2024-11-11,0,
Student_347,347,13,F,76.4,59.5,1,سلوك طبيعي,2024-12-18,0,
Student_348,348,15,F,72.6,43.4,1,مشاكل تركيز,2024-04-11,0,
Student_349,349,17,M,75.8,86.6,1,مشاكل تركيز,2024-08-22,0,
Student_350,350,13,F,80.8,100.0,0,سلوك طبيعي,2024-05-25,0,
Student_351,351,16,M,100.0,78.6,0,سلوك طبيعي,2024-12-24,0,
Student_352,352,13,M,88.4,78.5,1,مشاكل تركيز,2024-07-14,0,
Student_353,353,17,M,89.9,71.3,2,مشاكل تركيز,2024-12-08,0,
Student_354,354,14,M,87.0,53.5,0,سلوك طبيعي,2024-02-12,0,
Student_355,355,14,F,91.7,57.6,1,سلوك طبيعي,2024-12-20,0,
Student_356,356,14,F,100.0,71.2,1,مشاكل تركيز,2024-03-06,0,
Student_357,357,17,M,68.1,68.9,1,مشاكل تركيز,2024-12-17,0,
Student_358,358,14,F,100.0,73.6,1,سلوك طبيعي,2024-04-06,0,
Student_359,359,15,F,62.8,85.0,1,مشاكل تركيز,2024-02-09,0,
Student_360,360,16,F,88.3,68.0,3,سلوك طبيعي,2024-06-07,0,
Student_361,361,13,F,100.0,85.2,0,سلوك طبيعي,2024-09-22,1,
Student_362,362,13,F,94.8,68.1,1,سلوك طبيعي,2024-04-24,1,
Student_363,363,17,F,91.7,87.5,1,مشاكل تركيز,2024-08-09,0,
Student_364,364,14,F,100.0,76.0,1,سلوك طبيعي,2024-07-05,0,
Student_365,365,14,M,81.0,69.8,2,سلوك طبيعي,2024-05-20,0,
Student_366,366,12,M,92.3,75.8,1,سلوك طبيعي,2024-07-29,0,
Student_367,367,16,F,93.8,71.5,0,سلوك طبيعي,2024-04-02,0,
Student_368,368,15,M,82.8,76.4,0,سلوك طبيعي,2024-09-15,0,
Student_369,369,13,F,83.7,84.1,0,سلوك طبيعي,2024-01-01,0,
Student_370,370,12,M,82.6,74.0,1,مشاكل تركيز,2024-12-03,0,
Student_371,371,12,M,88.9,70.6,0,سلوك طبيعي,2024-07-15,0,
Student_372,372,17,M,93.5,61.5,0,سلوك طبيعي,2024-09-19,0,
Student_373,373,13,M,89.2,82.0,1,مشاكل تركيز,2024-09-27,0,
Student_374,374,17,F,95.1,79.2,0,مشاكل تركيز,2024-09-01,0,
Student_375,375,15,F,68.3,60.8,0,سلوك طبيعي,2024-05-12,0,
Student_376,376,12,F,85.8,85.0,1,مشاكل تركيز,2024-01-26,0,
Student_377,377,12,F,77.8,60.6,0,سلوك طبيعي,2024-08-30,0,
Student_378,378,16,M,91.0,87.4,0,مشاكل تركيز,2024-04-30,0,
Student_379,379,15,M,90.9,83.3,1,مشاكل تركيز,2024-04-24,0,
Student_380,380,12,F,86.8,80.0,1,مشاكل تركيز,2024-11-05,0,
Student_381,381,15,F,93.1,70.5,1,سلوك طبيعي,2024-09-19,0,
Student_382,382,13,M,98.0,81.9,1,مشاكل تركيز,2024-04-19,0,
Student_383,383,14,M,87.4,87.9,0,مشاكل تركيز,2024-04-22,0,
Student_384,384,12,M,77.5,82.1,1,مشاكل تركيز,2024-05-29,0,
Student_385,385,16,F,72.2,67.0,3,مشاكل تركيز,2024-05-26,0,
Student_386,386,13,F,88.4,78.2,1,سلوك طبيعي,2024-04-17,0,
Student_387,387,15,M,90.4,88.6,2,سلوك طبيعي,2024-02-16,0,
Student_388,388,17,F,78.3,100.0,1,مشاكل تركيز,2024-06-02,0,
Student_389,389,13,F,95.3,72.5,0,سلوك طبيعي,2024-12-09,0,
Student_390,390,12,M,83.4,85.3,1,مشاكل تركيز,2024-09-04,0,
Student_391,391,15,F,71.4,88.6,1,سلوك طبيعي,2024-11-25,0,
Student_392,392,14,F,100.0,65.3,1,مشاكل تركيز,2024-08-12,0,
Student_393,393,13,M,99.4,96.4,1,مشاكل تركيز,2024-04-19,0,
Student_394,394,12,M,67.8,62.2,0,سلوك طبيعي,2024-07-18,0,
Student_395,395,16,M,82.4,84.7,0,مشاكل تركيز,2024-01-01,0,
Student_396,396,17,M,82.0,78.7,0,انسحاب اجتماعي,2024-04-14,0,
Student_397,397,15,M,100.0,75.7,0,سلوك طبيعي,2024-06-05,0,
Student_398,398,13,F,87.0,100.0,1,سلوك طبيعي,2024-07-30,0,
Student_399,399,13,M,73.0,71.4,0,سلوك طبيعي,2024-08-26,0,
Student_400,400,14,M,96.8,71.2,1,مشاكل تركيز,2024-06-18,0,
Student_401,401,14,F,75.7,91.0,1,مشاكل تركيز,2024-06-10,0,
Student_402,402,16,F,85.4,84.1,3,سلوك طبيعي,2024-03-19,0,
Student_403,403,17,M,80.3,90.4,0,سلوك طبيعي,2024-06-21,0,
Student_404,404,16,M,82.4,76.4,1,سلوك طبيعي,2024-11-24,0,
Student_405,405,12,M,97.4,78.8,1,مشاكل تركيز,2024-10-17,0,
Student_406,406,12,F,100.0,97.8,1,مشاكل تركيز,2024-03-02,0,
Student_407,407,16,M,75.3,65.0,1,سلوك طبيعي,2024-01-31,0,
Student_408,408,17,F,94.3,73.8,2,مشاكل تركيز,2024-07-07,0,
Student_409,409,16,F,80.7,84.6,2,مشاكل تركيز,2024-08-19,0,
Student_410,410,17,M,81.0,72.6,0,سلوك طبيعي,2024-05-02,0,
Student_411,411,17,F,92.9,68.2,0,مشاكل تركيز,2024-10-25,0,
Student_412,412,15,F,77.7,82.4,0,سلوك طبيعي,2024-10-01,0,
Student_413,413,17,M,92.7,91.0,0,مشاكل تركيز,2024-09-02,0,
Student_414,414,14,F,95.3,73.3,1,سلوك طبيعي,2024-03-22,0,
Student_415,415,17,M,83.7,73.0,1,انسحاب اجتماعي,2024-03-13,0,
Student_416,416,17,F,100.0,67.2,1,سلوك طبيعي,2024-01-09,0,
Student_417,417,17,F,75.3,71.4,1,سلوك طبيعي,2024-03-30,0,
Student_418,418,12,F,100.0,88.0,0,مشاكل تركيز,2024-06-22,0,
Student_419,419,14,F,68.6,76.0,0,مشاكل تركيز,2024-11-06,0,
Student_420,420,14,F,100.0,65.3,0,مشاكل تركيز,2024-01-27,0,
Student_421,421,16,F,83.9,78.1,0,سلوك طبيعي,2024-05-31,0,
Student_422,422,15,F,76.4,87.6,0,مشاكل تركيز,2024-08-17,0,
Student_423,423,17,F,85.7,68.3,0,مشاكل تركيز,2024-03-11,0,
Student_424,424,13,M,77.5,59.1,1,سلوك طبيعي,2024-09-11,0,
Student_425,425,15,M,91.9,100.0,0,مشاكل تركيز,2024-06-29,0,
Student_426,426,15,M,100.0,58.5,0,سلوك طبيعي,2024-03-30,0,
Student_427,427,14,M,78.1,70.7,2,سلوك طبيعي,2024-08-27,0,
Student_428,428,15,M,93.8,77.8,1,سلوك طبيعي,2024-01-03,0,
Student_429,429,17,F,72.7,71.7,1,سلوك طبيعي,2024-10-01,0,
Student_430,430,17,M,98.3,74.1,0,مشاكل تركيز,2024-10-08,0,
Student_431,431,12,F,92.2,81.9,2,مشاكل تركيز,2024-02-08,0,
Student_432,432,17,M,98.8,46.3,1,مشاكل تركيز,2024-06-04,0,
Student_433,433,17,F,86.8,59.8,0,سلوك طبيعي,2024-03-05,0,
Student_434,434,14,F,83.6,75.5,0,مشاكل تركيز,2024-12-15,0,
Student_435,435,17,M,96.2,70.1,0,مشاكل تركيز,2024-07-08,0,
Student_436,436,12,F,74.9,76.6,0,مشاكل تركيز,2024-01-19,0,
Student_437,437,13,M,70.6,77.7,0,مشاكل تركيز,2024-03-31,0,
Student_438,438,14,F,88.0,49.6,0,انسحاب اجتماعي,2024-11-05,0,
Student_439,439,13,M,84.1,90.3,0,مشاكل تركيز,2024-06-15,0,
Student_440,440,14,F,93.5,69.0,1,مشاكل تركيز,2024-10-19,0,
Student_441,441,16,M,98.9,64.6,1,سلوك طبيعي,2024-08-31,0,
Student_442,442,15,F,93.3,77.5,2,مشاكل تركيز,2024-12-26,0,
Student_443,443,16,F,98.1,76.3,0,مشاكل تركيز,2024-08-05,0,
Student_444,444,17,M,91.2,89.4,1,سلوك طبيعي,2024-12-12,0,
Student_445,445,13,M,92.9,78.3,0,مشاكل تركيز,2024-11-21,0,
Student_446,446,17,M,86.8,88.9,1,سلوك طبيعي,2024-08-11,0,
Student_447,447,15,M,92.7,63.7,0,مشاكل تركيز,2024-09-19,0,
Student_448,448,14,F,89.7,76.7,2,سلوك طبيعي,2024-07-03,0,
Student_449,449,15,M,91.3,61.6,1,سلوك طبيعي,2024-10-30,0,
Student_450,450,12,M,86.3,76.2,2,تأخر مستمر عن الصف,2024-07-18,0,
Student_451,451,15,M,96.1,73.6,2,مشاكل تركيز,2024-11-23,1,
Student_452,452,12,F,80.9,73.1,2,مشاكل تركيز,2024-09-28,0,
Student_453,453,15,M,87.8,73.2,2,سلوك طبيعي,2024-06-22,0,
Student_454,454,12,M,100.0,83.8,1,مشاكل تركيز,2024-04-04,0,
Student_455,455,13,M,78.5,55.7,2,مشاكل تركيز,2024-03-31,0,
Student_456,456,17,M,66.4,64.2,2,مشاكل تركيز,2024-08-20,0,
Student_457,457,17,F,91.7,74.5,1,مشاكل تركيز,2024-10-06,0,
Student_458,458,16,M,85.4,60.9,0,مشاكل تركيز,2024-07-09,0,
Student_459,459,17,M,98.1,75.6,0,سلوك طبيعي,2024-08-16,0,
Student_460,460,14,F,86.7,74.4,1,سلوك طبيعي,2024-04-10,0,
Student_461,461,15,F,82.0,58.2,1,سلوك طبيعي,2024-01-29,0,
Student_462,462,16,M,87.2,57.6,0,سلوك طبيعي,2024-04-14,0,
Student_463,463,14,F,98.9,43.5,0,مشاكل تركيز,2024-04-09,0,
Student_464,464,14,F,93.8,60.4,0,سلوك طبيعي,2024-04-26,0,
Student_465,465,12,M,63.7,75.2,1,مشاكل تركيز,2024-07-16,0,
Student_466,466,17,F,89.9,76.9,0,مشاكل تركيز,2024-02-20,0,
Student_467,467,13,F,90.4,77.4,0,سلوك طبيعي,2024-03-25,0,
Student_468,468,13,M,87.8,65.7,0,مشاكل تركيز,2024-09-10,0,
Student_469,469,16,M,81.9,74.8,0,مشاكل تركيز,2024-09-14,0,
Student_470,470,13,M,99.9,79.8,0,سلوك طبيعي,2024-01-24,0,
Student_471,471,15,F,100.0,59.8,2,سلوك طبيعي,2024-05-28,0,
Student_472,472,13,F,66.0,76.5,1,سلوك طبيعي,2024-07-17,0,
Student_473,473,16,F,80.0,82.9,2,سلوك طبيعي,2024-05-31,0,
Student_474,474,13,M,86.6,69.1,1,مشاكل تركيز,2024-03-16,0,
Student_475,475,15,F,97.5,87.7,0,سلوك طبيعي,2024-06-02,0,
Student_476,476,12,F,88.3,69.4,0,مشاكل تركيز,2024-11-26,0,
Student_477,477,16,M,81.2,64.7,1,سلوك طبيعي,2024-08-01,0,
Student_478,478,12,M,95.1,81.7,1,مشاكل تركيز,2024-09-10,0,
Student_479,479,12,F,85.9,99.4,0,سلوك طبيعي,2024-11-08,0,
Student_480,480,12,M,86.8,76.0,0,مشاكل تركيز,2024-10-06,0,
Student_481,481,14,F,87.7,82.6,0,مشاكل تركيز,2024-05-18,0,
Student_482,482,17,M,93.7,68.9,1,سلوك طبيعي,2024-01-03,0,
Student_483,483,14,M,84.9,60.1,2,سلوك طبيعي,2024-05-08,0,
Student_484,484,17,M,94.9,77.0,1,سلوك طبيعي,2024-10-02,0,
Student_485,485,12,M,87.3,78.9,0,مشاكل تركيز,2024-11-07,0,
Student_486,486,16,F,77.3,70.7,0,سلوك طبيعي,2024-12-14,0,
Student_487,487,17,M,87.6,82.6,1,مشاكل تركيز,2024-06-01,0,
Student_488,488,15,F,77.8,67.2,1,سلوك طبيعي,2024-09-29,0,
Student_489,489,15,F,88.4,64.2,0,سلوك طبيعي,2024-07-18,0,
Student_490,490,13,F,96.3,87.7,2,سلوك طبيعي,2024-08-08,0,
Student_491,491,17,M,77.3,87.8,0,مشاكل تركيز,2024-03-21,0,
Student_492,492,16,F,91.6,67.4,1,سلوك طبيعي,2024-03-21,0,
Student_493,493,14,F,79.7,95.6,1,سلوك طبيعي,2024-06-08,0,
Student_494,494,12,M,90.0,71.6,0,سلوك طبيعي,2024-01-11,0,
Student_495,495,13,M,96.6,76.0,0,سلوك طبيعي,2024-05-02,0,
Student_496,496,15,F,66.7,74.0,0,سلوك طبيعي,2024-09-04,0,
Student_497,497,14,F,76.9,81.3,1,مشاكل تركيز,2024-05-27,0,
Student_498,498,14,M,84.3,78.3,2,سلوك طبيعي,2024-03-01,0,
Student_499,499,12,F,91.2,78.1,1,سلوك طبيعي,2024-06-19,0,
Student_500,500,17,F,86.3,62.8,0,مشاكل تركيز,2024-02-16,0,
